date,tweet
2020-10-20 16:06:00,Lesley Stahl of 60 Minutes not wearing a mask in the White House after her interview with me. Much more to come. https://t.co/0plZG6a4fH
2020-10-20 18:09:00,...Everyone should compare this terrible Electoral Intrusion with the recent interviews of Sleepy Joe Biden!
2020-10-20 21:00:00,"THANK YOU PENNSYLVANIA!
https://t.co/OirJvLcxBu"
2020-10-20 21:42:00,https://t.co/UBqPJTpGH1
2020-10-21 07:50:00,"Biden Sought ‘Grand Bargain’ to Reduce Deficit Through Cuts to Social Security https://t.co/lpy2GGf8Sv via @BreitbartNews Joe Biden pushed hard to CUT YOUR SOCIAL SECURITY. If elected, he will do it again. I won’t, never!!!"
2020-10-21 08:06:00,"WSJ Editorial Board: Joe Biden Must Answer Questions About Hunter Biden and China https://t.co/pF2M9i9OSu via @BreitbartNews Joe Biden is a totally corrupt politician, and got caught. At least now he won’t be able to raise your Taxes - Biggest increase in U.S. history!"
2020-10-21 08:15:00,"Vote Trump to save your Second Amendment, Virginia! https://t.co/IQkCo67DXH"
2020-10-21 08:28:00,Great interview Eric! https://t.co/MRxG49YT8Q
2020-10-21 08:54:00,"Remember, BIDEN is going to raise your taxes at a level never seen before. This will not only be very costly for you, it will destroy our economy, which is coming back very rapidly."
2020-10-21 10:38:00,"Your 401k’s will crash with Biden. Massive Biden Tax and Regulation increases will destroy all that you have built! Additionally, 180 Million People will lose their Private Healthcare Plans."
2020-10-21 11:52:00,https://t.co/MO0tx94Ykn
2020-10-21 14:17:00,Kayleigh McEnany presenting Lesley Stahl (@60Minutes) with some of the many things we’ve done for Healthcare. Lesley had no idea! https://t.co/8bfIxkFiXt
2020-10-21 14:18:00,https://t.co/whEB2U37MI
2020-10-21 14:18:00,https://t.co/GCqnxrGxlh
2020-10-21 14:18:00,https://t.co/BvAeiZryqU
2020-10-21 16:51:00,"Eric Esshaki (@EsshakiCongress) will be a tremendous advocate for Michigan and the first Chaldean in Congress! He will help us Lower your Taxes, Defend your Second Amendment and Deliver Great Healthcare. Eric has my Complete and Total Endorsement! #MI11 https://t.co/nxDv26UfZp"
2020-10-21 16:52:00,"Michelle Fischbach (@FischbachMN7) is running for Congress in Minnesota. She Strongly Supports our Brave Law Enforcement, the Second Amendment, your Families and our incredible Farmers. Michelle has my Complete and Total Endorsement! #MN07 https://t.co/6FH77P2VEB"
2020-10-21 17:31:00,....Should take care of our people. It wasn’t their fault that the Plague came in from China!
2020-10-21 17:57:00,See you soon North Carolina! https://t.co/MWfyg4ux69 https://t.co/hfbrBTgu15
2020-10-21 18:31:00,WSJ Editorial Board: Joe Biden Must Answer Questions About Hunter Biden and China https://t.co/pF2M9i9OSu via @BreitbartNews
2020-10-21 18:33:00,Pennsylvania Trump Voters Show Passion: ‘He‘s a Man that Wants to Do It All for America‘ https://t.co/1oYXtzAyhT via @BreitbartNews
2020-10-21 18:41:00,Multiple Pro-Trump Demonstrations Planned in Cincinnati Area https://t.co/jjMeB9Hba0 via @BreitbartNews
2020-10-21 18:41:00,"Exclusive: Forgotten by Obama-Biden Auto Bailout, Delphi Workers Refuse to Forget What Was Taken from Them (Part One) https://t.co/T8SME62Vb4 via @BreitbartNews Biden was a disaster on this. All talk and no action. Remember and VOTE!"
2020-10-21 20:37:00,"RT @TeamTrump: TONIGHT: Watch President @realDonaldTrump's Remarks from Gastonia, North Carolina at 7:00 pm ET!

RSVP: https://t.co/uLvCC4GCzS

#TeamTrump https://t.co/1lo753rTOJ"
2020-10-21 20:37:00,My great honor! https://t.co/Ppcl3fHKKS
2020-10-21 20:43:00,"THANK YOU NORTH CAROLINA!
https://t.co/O3m7HWVlcq"
2020-10-21 20:48:00,"The Radical Biden-Harris Agenda is projected to slash the typical American’s income by $6,500 per year. They will raise TAXES by $4 TRILLION DOLLARS – triggering a mass exodus of jobs out of America and into foreign countries. 
https://t.co/pUVreuusxz"
2020-10-21 20:50:00,"The first thing Washington Democrats will do if Biden is elected is pack the Supreme Court with radical left judges who will eliminate your 2nd Amendment.
https://t.co/hcEZcys5cn"
2020-10-21 20:56:00,"If I do not sound like a typical Washington politician, it’s because I’m NOT a politician. If I do not always play by the rules of the Washington Establishment, it’s because I was elected to fight for YOU, harder than anyone ever has before! https://t.co/gsFSghkmdM"
2020-10-21 21:24:00,"For years you had a President who apologized for America—now you have a President who is standing up for America, and standing up for YOU. So get your friends, get your family, get your neighbors and co-workers, and GET OUT AND VOTE. Together, we are going to #MAGA! https://t.co/1EscDM2EuN"
2020-10-21 21:29:00,"I did more in 47 months than Biden did in 47 years. A VOTE for Republicans is a VOTE for SAFE communities, great JOBS, and a limitless FUTURE for ALL AMERICANS! https://t.co/gsFSgh2KPc https://t.co/A7GSc2ET9c"
2020-10-21 21:47:00,"I am not just running against Biden, I am running against the Corrupt Media, the Big Tech Giants, and the Washington Swamp. It is time to send a message to these wealthy liberal hypocrites by delivering Joe Biden a THUNDERING defeat on November 3rd! #MAGA https://t.co/gsFSgh2KPc https://t.co/eRRgjnhyIi"
2020-10-21 22:01:00,"Ratcliffe: Iran and Russia Have Obtained Voter Info, Iran Has Tried to ‘Damage President Trump‘ https://t.co/8DVFoD5CTc via @BreitbartNews"
2020-10-22 07:01:00,Depression! https://t.co/WhPPdrze4B
2020-10-22 07:02:00,Virginia! https://t.co/RNKJNCSkrZ
2020-10-22 08:05:00,"I will soon be giving a first in television history full, unedited preview of the vicious attempted “takeout” interview of me by Lesley Stahl of @60Minutes. Watch her constant interruptions &amp; anger. Compare my full, flowing and “magnificently brilliant” answers to their “Q’s”. https://t.co/L3szccGamP"
2020-10-22 08:28:00,....to be around to vote for President Trump.” Over 300 wins and 2 National Championships. Thank you to Florida State for giving us Bobby Bowden!
2020-10-22 09:47:00,".@FoxNews Polls are totally FAKE, just like they were in 2016. I am leading in all of the states mentioned, which you will soon see. I thought Fox was getting rid of its pollster. Sadly, it never happened!"
2020-10-22 10:22:00,Judiciary Committee approves Judge Barrett. Moves to full Senate for final vote. Big day for America!
2020-10-22 11:26:00,"Obama is campaigning for us. Every time he speaks, people come over to our side. He didn’t even want to endorse Sleepy Joe. Did so long after primaries were over!"
2020-10-22 11:32:00,"Finally! Suburban women are flocking over to us. They realize that I am saving the Suburbs - the American Dream! I terminated the Regulation that would bring projects and crime to Suburbia. Not on my watch! Biden will bring the Regulation back, but bigger and worse."
2020-10-22 11:50:00,Biden wants to Pack the Court with Radical Left crazies. He doesn’t even want to make a list to explain who they are. Can’t let this happen!
2020-10-22 12:10:00,Wow. Today’s @nypost story on Joe Biden’s corruption is a monster. Many witnesses to a crime against our Country. This isn’t going away. Even the Lamestream Media is starting to say it must be covered!
2020-10-22 14:06:00,"Just left the White House for the Great State of Tennessee! 
https://t.co/s2ScYMTN9l"
2020-10-22 14:31:00,Suburban women want Safety &amp; Security. Joe Biden cannot give that to anyone! https://t.co/NWSZ5tGz5E
2020-10-22 17:04:00,Just signed an order to support the workers of Delphi Corporation and make sure that we protect the pensions of all American workers! Obama-Biden FAILED American workers and FAILED the workers of Delphi. I ALWAYS put American workers FIRST!
2020-10-22 21:03:00,"RT @TeamTrump: LIVE: Presidential Debate #Debates2020

Text VOTE to 88022 https://t.co/UeQOquVxR2"
2020-10-22 22:32:00,Here you go @JoeBiden! https://t.co/UBqPJT85Pt
2020-10-22 23:40:00,"RT @MarkMeadows: Tonight on stage, you saw a President who has accomplished more in 47 months than the politician on the other side has ever done in 47 years. Outstanding night for President Trump. Four More Years! @realDonaldTrump"
2020-10-22 23:40:00,RT @DanScavino: Getting ready to depart Tennessee! #Debates2020 https://t.co/qMNAxiInzo
2020-10-22 23:40:00,"RT @JudiciaryGOP: Hunter Biden’s emails are NOT Russian disinformation. 

They are real. 

Period."
2020-10-22 23:41:00,"RT @DanCrenshawTX: President Trump won the debate. 

As for Joe, get ready for a good fact check tomorrow!"
2020-10-22 23:41:00,RT @ScottAdamsSays: Solid debate. Trump won.
2020-10-22 23:41:00,RT @BuckSexton: Trump won the debate. This one wasn’t close.
2020-10-22 23:42:00,"RT @EliseStefanik: President @realDonaldTrump excels at communicating directly to the American people. 

Joe Biden communicates to the DC Beltway chattering class. 

This was a WIN for Trump &amp; a great final debate for @TeamTrump heading into the final campaign stretch 🇺🇸"
2020-10-22 23:46:00,"RT @RandPaul: I don’t know why @JoeBiden thinks he can continue to lie about this. 

He wants to ban fracking and end all fossil fuels like coal too. 

Kentucky is watching, and so are many other states. #Debate2020 https://t.co/qdshgBd3jf"
2020-10-22 23:57:00,"RT @megynkelly: Trump won this debate, handily. Biden wasn’t a force at all. Trump was substantive, on-point, well-tempered. Definitely helped himself, when it mattered most."
2020-10-22 23:57:00,"RT @RealRLimbaugh: Winning, winning, winning! @realDonaldTrump"
2020-10-22 23:58:00,RT @marklevinshow: President Trump was outstanding.  I couldn't be prouder.  Biden was making faces and was very dishonest about some of his positions.
2020-10-23 00:09:00,"As per your request, Joe... https://t.co/78mzcfLEsF https://t.co/AalVkSfHFi"
2020-10-23 00:15:00,RT @EricTrump: 🇺🇸🇺🇸🇺🇸 https://t.co/C6HRtPW4Mz
2020-10-23 00:21:00,"RT @seanmdav: Biden's message tonight at the debate was pretty simple: he'll lock down the entire country, raise taxes, and destroy the U.S. energy industry."
2020-10-23 00:25:00,"RT @NRA: President @realDonaldTrump won the debate!

""Why didn't you do that four years ago, @JoeBiden... I ran because of you because you did a poor job."" 🔥"
2020-10-23 00:26:00,"RT @AndrewCMcCarthy: Trump won the night on points. But Trump wins tomorrow big when they roll the tape on fracking, oil, Russian disinformation ..."
2020-10-23 00:26:00,"RT @dbongino: This is not a win for Trump, it’s a complete annihilation. 
Biden hasn’t had one good moment and has been crushed on every question. No sane human being thinks otherwise. Biden is not only corrupt, but he’s incompetent too."
2020-10-23 00:28:00,"RT @KellyannePolls: .@realDonaldTrump loves his job &amp; showed it tonight. He was hopeful &amp; optimistic; @joebiden negative &amp; backward-looking. 

Made Biden explain - and eat! - his record. 

""You had 8 years and didn't do it"""
2020-10-23 00:28:00,"RT @HeyTammyBruce: All night, @realDonaldTrump has been sharp, clear, in charge of the issues. This is a man who ran to be POTUS because he cares about our future &amp; delivered. The swamp cares only about itself. Make no mistake, on 11/3 Trump wins his 2nd term &amp; the reformation continues 👊🇺🇸"
2020-10-23 00:30:00,RT @EricTrump: https://t.co/XtsdJVi90q
2020-10-23 00:30:00,RT @EricTrump: https://t.co/NcrNdOSfIV
2020-10-23 00:31:00,RT @kevinomccarthy: .@RealDonaldTrump has the ball and @JoeBIden can’t run out the clock. A #RedWave is coming “big guy.” #Debates2020 https://t.co/EBimGNBHJr https://t.co/PwhQbySsql
2020-10-23 00:34:00,"RT @trish_regan: Absolutely OUTSTANDING job  by the President tonight. He was measured, precise and convincing. 

Biden was typical politician."
2020-10-23 00:46:00,https://t.co/TQCQiDrVOB
2020-10-23 00:46:00,https://t.co/z5CRqHO8vg
2020-10-23 00:46:00,https://t.co/VlEu8yyovv
2020-10-23 00:52:00,https://t.co/4qwCKQOiOw
2020-10-23 00:52:00,https://t.co/cC37vJYagA
2020-10-23 01:26:00,11 DAYS! #MAGA https://t.co/PuqeF1ctDs
2020-10-23 11:06:00,RT @TheRightMelissa: I guarantee it was the 1st time millions of Americans learned the “kids in cages” was Obama not Trump because the media has been lying to the American people. #Debates2020 https://t.co/CEYmIGoHx4
2020-10-23 11:07:00,"RT @TheRightMelissa: Joe Biden just lost Texas, Pennsylvania, Oklahoma, Ohio, Alaska trying to follow AOC + 3’s plan on energy. #TRUMP2020Landside #Debates2020"
2020-10-23 12:55:00,"HUGE win today for the United States and for peace in the world. Sudan has agreed to a peace and normalization agreement with Israel! With the United Arab Emirates and Bahrain, that’s THREE Arab countries to have done so in only a matter of weeks. More will follow! https://t.co/UHB8H6oaZc"
2020-10-23 13:09:00,"Today is the LAST DAY to register to VOTE in-person, in the Great State of Nebraska! Get everything you need to cast your vote and MAKE AMERICA GREAT AGAIN, below! https://t.co/WwzdPhDkAZ"
2020-10-23 13:54:00,"RT @IvankaTrump: Yesterday @realDonaldTrump granted Duke Tanner clemency after 16 years in prison.

Duke was sentenced to life in prison for a 1st time, non-violent crime because of Joe Biden’s 1994 crime bill.

We pray that you will do much good with your second chance Duke! 

God Bless! https://t.co/M0TDT8n5eE"
2020-10-23 14:40:00,"Joe Biden was very disrespectful to President Obama at last night’s debate when he said that he, Joe, “was Vice President, not President,” when trying to make excuses for their failed immigration policies. I wonder what “O” was thinking when he heard that one?"
2020-10-23 14:45:00,"Biden said he is going to “transition out of (fracking) by 2025”. I hope Texas, Pennsylvania, Ohio, Oklahoma, North Dakota, and all of the rest were listening last night. High energy prices, massive jobs losses! Vote Trump."
2020-10-23 15:07:00,RT @DrMarcSiegel: My new book separates FACT from FICTION in the Covid-19 Epidemic. COVID: The Politics of Fear and the Power of Science is available now! https://t.co/P9yXL5iblQ https://t.co/4720vJjRuL
2020-10-23 15:16:00,"Joe Biden’s response to the H1N1 Swine Flu, far less lethal than Covid 19, was one of the weakest and worst in the history of fighting epidemics and pandemics. It was pathetic, those involved have said. Joe didn’t have a clue!"
2020-10-23 15:30:00,https://t.co/S4Hl0i6Qdp
2020-10-23 15:35:00,"On the 37th anniversary of the horrendous attack on our United States Marines, Sailors, and Soldiers in Beirut, we honor the 241 heroes who lost their lives that day. We will NEVER forget them. Semper Fi!"
2020-10-23 15:36:00,https://t.co/CGlqRmhTV4
2020-10-23 15:49:00,https://t.co/4V7nu5hh8V
2020-10-23 15:50:00,https://t.co/LCQcdlRkhz
2020-10-23 18:04:00,"THANK YOU to all of the Great American Patriots in The Villages, Florida! #MAGA https://t.co/CNEVwNroVE"
2020-10-23 21:36:00,"Thank you Pensacola, Florida! Together, we are going to Make America Great Again! https://t.co/9V1MRACmMP"
2020-10-23 21:37:00,https://t.co/Uh2m7UacbA
2020-10-23 22:01:00,"For years, Joe Biden fought to cut your Social Security and Medicare—a fact which Joe falsely denied last night. This video (Joe Biden’s own words) was created by Bernie Sanders earlier this year to expose Joe Biden’s atrocious record and egregious lies! https://t.co/womMTc70RP"
2020-10-23 22:06:00,"Joe Biden is a corrupt politician and he’s COMPROMISED. China is desperate for Biden to win because if Biden Wins, CHINA WINS – and China will OWN AMERICA. This corruption is EXACTLY why I decided to run for President in the first place..."
2020-10-23 22:06:00,"...For years, I watched one betrayal after another, as politicians like Joe Biden sold out American Workers at every turn—shattering the lives of millions of American families while THEIR families raked in millions of dollars..."
2020-10-23 22:06:00,"...I could not sit by and watch THEM take advantage of YOU anymore. They are coming after me because I am standing in their way, and standing guard for this Country we LOVE!"
2020-10-23 22:11:00,"If I do not sound like a typical Washington politician, it’s because I’m NOT a politician. If I do not always play by the rules of the Washington Establishment, it’s because I was elected to fight for YOU, harder than anyone ever has before! https://t.co/gsFSgh2KPc https://t.co/kNuIW02Dfc"
2020-10-23 22:57:00,"RT @marklevinshow: Another terrific Trump foreign policy accomplishment
https://t.co/587vGWq49G"
2020-10-24 00:46:00,Carney: Joe Biden‘s Energy Plan Would Eviscerate Wisconsin Sand Miners https://t.co/2PtP3Rj0Id via @BreitbartNews Wisconsin would be badly hurt because Biden would definitely end Fracking. No more Sand Mine usage!
2020-10-24 00:51:00,RT @TomFitton: @realDonaldTrump Stahl's ignorance of the spying on @realDonaldTrump is shocking.
2020-10-24 00:53:00,"RT @marklevinshow: Did Joe Biden just say we have a good relationship with Hitler at one point?  No we did not, Joe."
2020-10-24 00:53:00,"RT @marklevinshow: Donald Trump the most pro-Jewish president
https://t.co/4lXrPHm8h8"
2020-10-24 10:27:00,"Our Economy is doing great, and is ready to set new records - best ever (Again!). Biden will destroy everything with his massive Tax Increases. Don’t let it happen!!!"
2020-10-24 10:28:00,JUST VOTED. A great honor!
2020-10-24 10:55:00,"The Fake News is talking about CASES, CASES, CASES. This includes many low risk people. Media is doing everything possible to create fear prior to November 3rd. The Cases are up because TESTING is way up, by far the most, and best, in the world. Mortality rate is DOWN 85% plus!"
2020-10-24 11:27:00,https://t.co/8m0dNPTtt6
2020-10-24 11:53:00,RT @GOPChairwoman: Everyone go vote early in person.  https://t.co/Zp6q1CoEhw https://t.co/3pQsKa3vEQ
2020-10-24 11:54:00,"RT @GOPChairwoman: Entering Oct:                              
✅Obama ‘12   149.1M
✅Hillary ‘16:   165.0M
✅Trump ‘20:   251.6M
Trump has raised record money and has:
✅2.5 million volunteers (bigger than Obama ‘12)
✅Out-registered D’s in 6 battleground states
✅150 million voter contacts"
2020-10-24 11:54:00,https://t.co/Dw4zuqXURT
2020-10-24 11:55:00,"RT @AKnowles93: 🚨Help us win BIG in Michigan🚨

✅ sign up for our youth deployment

✅ GOTV for @POTUS &amp; @JohnJamesMI 

✅ save America from socialism

What are you waiting for?!👇🏼 https://t.co/xdkkKdkagX"
2020-10-24 11:55:00,"RT @NRSC: 🚨 New NRSC ad in #MISen

@GaryPeters' radical left policies would hurt Michiganders. If Peters wins, Michigan loses. https://t.co/lLRVeoJesZ"
2020-10-24 11:56:00,"RT @GOPChairwoman: .@realDonaldTrump is the fighter we elected in 2016, and when we reelect him for four more years, the best is yet to come! https://t.co/Y1zu6bgdRn"
2020-10-24 11:56:00,RT @GOPChairwoman: Joe Biden would put 19 million American jobs on the chopping block with his radical energy agenda! https://t.co/s4AyS9aBEZ
2020-10-24 11:57:00,https://t.co/OBPF6cbxuc
2020-10-24 12:12:00,Carney: Joe Biden‘s Energy Plan Would Eviscerate Wisconsin Sand Miners https://t.co/2PtP3Rj0Id via @BreitbartNews
2020-10-24 12:13:00,"#VoteEarlyDay #MAGA🇺🇸
https://t.co/gsFSghkmdM"
2020-10-24 12:14:00,"Trump: Biden Works for Big Tech, Big Media — They Keep Scandals Quiet https://t.co/GddS9YvM41 via @BreitbartNews"
2020-10-24 12:16:00,Presidential Promises Kept: Justice Barrett Will Fairly Apply and Honor the Law for Decades https://t.co/fgBFldfVlc via @BreitbartNews
2020-10-24 12:18:00,Pence: Voters Know Biden and Harris ‘Are Going to Pack the Court‘ https://t.co/GCJ8LSBvWm via @BreitbartNews. With the Radical Left. Can’t let this happen. VOTE!
2020-10-24 12:20:00,Trump Predicts 35% Growth in Q3 -- ‘We‘re Coming Back Stronger‘ https://t.co/vpHoFoeYG0 via @BreitbartNews Would be biggest ever!
2020-10-24 12:31:00,"Quick stop in North Carolina with a wonderful Indian Tribe, and guests. Then off to two BIG Rallies in Ohio and Wisconsin. See you later!!!"
2020-10-24 12:35:00,RT @piersmorgan: I call him Mr President out of respect for the office he holds. https://t.co/B7aGCrtXC4
2020-10-24 12:39:00,An Apprentice Champion. Check out his very interesting new book! https://t.co/oal3j9jar8
2020-10-24 12:43:00,"RT @TommyHicksGOP: .@realDonaldTrump is fighting to make sure ALL Americans have the chance to succeed.

Black prison rates are the lowest in 31 years &amp; hispanic rates are down 24%.

Thanks to the President’s historic prison reform, families are reunited &amp; lives changed!
https://t.co/o3a3wj1I3b"
2020-10-24 12:44:00,"RT @PressSec: President @realDonaldTrump makes it look easy, but you cannot overstate the historic WINS he has achieved on the world stage!

🇺🇸 🇮🇱 🇦🇪 Israel-UAE peace

🇺🇸 🇮🇱 🇧🇭 Israel-Bahrain peace

🇺🇸 🇮🇱 🇸🇩 Israel-Sudan peace 

🇺🇸 🇷🇸 🇽🇰 Serbia-Kosovo economic normalization

More to come!"
2020-10-24 12:44:00,"RT @DonaldJTrumpJr: Yesterday @realDonaldTrump granted Duke Tanner clemency after 16 years in prison

He was sentenced to LIFE in prison for a FIRST time, NON VIOLENT crime because of Joe Biden’s crime bill

Good luck with your SECOND CHANCE

Let’s make this message go viral! https://t.co/Z9p5Vioc8i"
2020-10-24 12:46:00,RT @KatrinaPierson: 🤣🤣🤣 TRUMP 2020 🇺🇸 https://t.co/uxvT4dLunl
2020-10-24 12:51:00,Debate Poll Average: 89% Trump. 11% Sleepy Joe Biden!
2020-10-24 14:52:00,https://t.co/pEPeLiP7RX
2020-10-24 14:54:00,Joe Biden = Biggest Tax Increase In History and The Complete Obliteration Of Your Second Amendment!
2020-10-24 14:55:00,MAKE AMERICA GREAT AGAIN!
2020-10-24 14:56:00,AMERICA FIRST!
2020-10-24 16:11:00,"Nobody is showing up for Obama’s hate laced speeches. 47 people! No energy, but still better than Joe!"
2020-10-24 16:13:00,Just landed in Ohio. See you in a little while!
2020-10-24 18:44:00,"THANK YOU OHIO! #VOTE 
https://t.co/5EJjFZVLHZ"
2020-10-24 18:50:00,"Great to be in Ohio, leaving now for Wisconsin. See you in a little while! https://t.co/jglAVPFzmR"
2020-10-24 18:51:00,https://t.co/lw739qEfqr
2020-10-24 18:52:00,https://t.co/NBfIdXBEhp
2020-10-24 18:52:00,https://t.co/ATipOZ0jYG
2020-10-24 19:22:00,"RT @DanScavino: President @realDonaldTrump on his way to a massive #MAGA🇺🇸🦅rally in Circleville, Ohio. Absolutely unbelievable—OHIO is TRUMP COUNTRY! LET’S WIN! #VOTE https://t.co/tmVVnYX526"
2020-10-24 19:23:00,RT @chefjclark: People ask why the President fights so hard in court for ballot integrity?  Why we have such an extensive Election Day Operations team? This is why👇 https://t.co/O1VSRuCekk
2020-10-24 19:33:00,"RT @TeamTrump: TONIGHT: Watch President @realDonaldTrump's Remarks from Waukesha, Wisconsin at 8:00 pm ET!

RSVP: https://t.co/5Fb0UaYEkN

#TeamTrump https://t.co/4ZzYKisdul"
2020-10-24 20:36:00,What a terrible thing for Biden to say! Rigged Election? https://t.co/jQXxeQCZU9
2020-10-24 20:37:00,"Thank you OHIO! #VOTE
https://t.co/gsFSghkmdM https://t.co/oOzmfm8vCo"
2020-10-24 20:40:00,Landed in Wisconsin. BIG CROWD. On my way!
2020-10-24 20:46:00,RT @dbongino: THIS 👇🏻👇🏻 https://t.co/PDpc4WzpeV
2020-10-24 20:48:00,"RT @dbongino: Amen to that!
https://t.co/yRr4OagnTO"
2020-10-24 20:56:00,...And a great show by @JesseBWatters tonight. Watched it on way from Ohio to Wisconsin! https://t.co/6OIpWIBpop
2020-10-24 20:59:00,"RT @HeyTammyBruce: Crowd: We love you! We love you!
Trump: Thank you! 
Guy in Crowd: We really do! 
😂❤️🇺🇸 https://t.co/vpV3TiMxzU"
2020-10-24 21:00:00,RT @HeyTammyBruce: 😐 https://t.co/8bVSJoG4cC
2020-10-24 21:02:00,Law Enforcement is watching and involved. So dishonest! https://t.co/DNtRroA92X
2020-10-24 22:29:00,"THANK YOU WISCONSIN!
https://t.co/nOcUhuuNoF"
2020-10-24 22:32:00,https://t.co/Zwgbeynhy3
2020-10-24 22:33:00,https://t.co/uF8BVW4WBV
2020-10-24 22:42:00,"This is the most important election in the history of our Country. With your vote, we will continue to bring back your jobs, lower drug prices, support our police, protect the #2A, defend our borders, and ensure more products are proudly stamped with the phrase MADE IN THE USA! https://t.co/M0Ba8QR7Nl"
2020-10-24 22:57:00,"RT @LeeSmithDC: Joe Biden &amp; surrogates are lying. On 2/2/16, Ukrainian prosecutor seizes property of Burisma owner, so he's clearly under investigation. For next two weeks, Biden repeatedly calls Ukrainian president, who eventually fires prosecutor. Check link for more:  https://t.co/NLy80G66xj https://t.co/U7txnAFo2d"
2020-10-24 22:58:00,"As long as I am President, I will always stand with the HEROES of Law Enforcement! Joe Biden won’t. https://t.co/DfutxOeRaN"
2020-10-24 23:07:00,"WISCONSIN! #VOTE #MAGA 
https://t.co/wk0tCalKZ6"
2020-10-24 23:11:00,https://t.co/gsFSghkmdM https://t.co/XB1XImsQlG
2020-10-24 23:51:00,RT @ArthurSchwartz: The metadata on the Biden family’s pitch materials to the Chinese Communist Party show that the doc was created on Jim Biden’s computer. Why were the Bidens pitching the Chinese Communist Party for an influence operation in the US? https://t.co/KUogY8TkAd
2020-10-25 00:44:00,"RT @thejtlewis: Joe Biden is campaigning with a conspiracy theorist who questioned the legitimacy of the Sandy Hook shooting - the shooting that took the life of my brother.

I’m respectfully asking the Biden campaign, and Joe Biden personally, to disavow @lizzo’s disgusting comments. https://t.co/4zPUewTF8G"
2020-10-25 00:45:00,"RT @thejtlewis: With the utmost respect, I thank President @realDonaldTrump for his leadership on the Federal School Safety Report, and for including my ideas. This is the most progress we, as a Country, have ever made toward School Safety! https://t.co/VEYlvklDoi"
2020-10-25 00:45:00,"RT @thejtlewis: Yes, I can. I lost my brother in the Sandy Hook shooting and it was President @realDonaldTrump who met with me, heard my story and TOOK ACTION! https://t.co/Oiyydm5ppl"
2020-10-25 00:47:00,"RT @thejtlewis: Joe Biden: “We have put together the most extensive VOTER FRAUD organization in the history of American politics.”
 https://t.co/HT2pv0uLMc"
2020-10-25 00:48:00,"RT @SohrabAhmari: It's OK. The Post has weathered the vicissitudes of more than two centuries of American history. We will endure this, too. But those of our colleagues elsewhere keeping silent now best hope *they* never run afoul of the Narrative. https://t.co/kJlJPXN8lC"
2020-10-25 00:49:00,"RT @mtaibbi: ""The least curious people in the country right now appear to be the credentialed news media, a situation normally unique to tinpot authoritarian societies."" https://t.co/rgtHDlzEvr"
2020-10-25 00:50:00,"RT @SteveGuest: 👀👀 

Joe Biden brags about having “the most extensive and inclusive VOTER FRAUD organization in the history of American politics” https://t.co/PfkqrFXu7i"
2020-10-25 00:51:00,"RT @seanmdav: Murkowski had hoped to preemptively nuke the SCOTUS nomination by playing games early in the process. But once it became clear she had no power to stop it, she switched sides so Alaskans couldn’t throw her out of office for voting against a 2nd Trump SCOTUS appointment. https://t.co/UyPof7ohsq"
2020-10-25 00:51:00,"RT @JackPosobiec: Here is the Burisma email @TuckerCarlson referenced about 'closing down any cases.'

We need to bring the focus back to this 

Remember, Biden's entire defense is that Burisma was not under investigation when he got the prosecutor fired https://t.co/0XYSqGQxFe https://t.co/FK5GWPOjew"
2020-10-25 00:52:00,RT @GovernorPerry: .@JoeBiden &amp; Barack Obama killed the coal industry and if elected he will come after oil &amp; gas! @realDonaldTrump is a champion for ALL American energy https://t.co/lbjFUkcmKY #KAG2020
2020-10-25 00:53:00,RT @JoeShikhman: Incredible. The one public appearance Joe Biden does this weekend is a speech in Pennsylvania that immediately turns into a massive Trump rally/car parade/GOTV event. https://t.co/g2DwkxlYWt
2020-10-25 01:03:00,"RT @RepMattGaetz: Joe Biden said he couldn’t get anything done during his last eight years because he had a Republican Congress.

@realDonaldTrump had a Congress that impeached him, yet he still rescued the economy, rebuilt our military, created rising wages, and brokered historic peace deals."
2020-10-25 01:03:00,"RT @RepMattGaetz: We don't build walls because we hate the people on the outside. 

We build walls because we love the people on the inside."
2020-10-25 01:05:00,So true! https://t.co/obRV4tvaNo
2020-10-25 08:02:00,".@SeanParnellUSA is a bright star for Pennsylvania. Military, Vets, Low Taxes and your 2nd Amendment will be totally protected. His opponent is a weak and ineffective puppet for Pelosi and her new Radical Left friends. Vote for Sean Parnell!"
2020-10-25 08:08:00,"So important to VOTE for Republicans in the House. Break away from Pelosi and her high Taxing new Radical Left friends. Protect your 2nd Amendment, Military, Vets, and sooo much more!"
2020-10-25 08:45:00,"Pennsylvania Ballot “mistakes” made, in my opinion, on purpose by the Democrat Governor, puts Republicans, in particular @SeanParnellUSA, at great risk. Corrupt politics in Pennsylvania must be investigated immediately. By the way, Philadelphia is out of control. @TheJusticeDept"
2020-10-25 09:57:00,"Have a GREAT “MAGA-GRAS” Rally today on our wonderful Long Island. Cut Taxes, Stop Crime, VOTE FOR TRUMP. Our City and State are a MESS. What do you have to lose? Thank you!!!"
2020-10-25 11:51:00,"Congratulations to @SenRonJohnson for his dogged pursuit, as Chairman of Homeland, of POLITICAL CORRUPTION!"
2020-10-25 14:31:00,"THANK YOU NEW HAMPSHIRE!
https://t.co/XEoCm4v1M5"
2020-10-25 14:39:00,Amazing! https://t.co/jQXxeQlovz
